ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty
306,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 3",3,4,4,3,5,5,3,3,5,4,1,1,1,0,0,0,Female,21,10,4,1,1,3,10,1,4,0.78750002,0.86250001,0.66250002,0.25,0,0,0,1
307,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"1, 2, 3",3,5,4,4,5,4,4,5,4,4,2,1,0,0,0,0,Female,30,10,4,4,2,1,10,1,1,0.83749998,0.87916666,0.66250002,0,1,0,0,0
308,Less than 1 Hour,2,0,1,0,0,0,0,under 300 friends,"2, 4",2,3,5,1,1,1,1,1,1,1,1,1,1,0,0,0,Female,21,10,0,1,1,1,10,1,1,0.47499999,0.42500001,0.21250001,0.25,1,0,0,0
309,More than 3 Hours,4,0,0,0,1,0,0,between 1000-3000 friends,2,1,5,5,5,5,5,5,4,5,5,3,1,0,0,0,1,Female,27,10,5,5,2,1,10,1,2,0.8125,0.9375,0.8125,0.25,0,1,0,0
310,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 3",2,3,5,3,3,2,3,2,4,2,2,1,1,0,0,0,Male,24,7,4,5,2,1,13,1,1,0.67500001,0.55833334,0.51249999,0.25,1,0,0,0
311,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 4",3,3,4,1,5,4,3,1,4,4,1,1,0,0,0,1,Female,29,10,4,5,2,1,10,1,1,0.6875,0.69583333,0.61250001,0.25,1,0,0,0
312,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 3",3,5,5,3,3,4,2,2,3,1,1,1,1,0,0,0,Male,31,13,4,1,2,5,15,1,1,0.73750001,0.84583336,0.36250001,0.25,1,0,0,0
313,Between 1 Hour and 3 Hours,"4, 5",0,0,0,1,1,0,under 300 friends,3,1,3,1,1,1,3,2,5,4,1,1,1,0,0,0,0,Male,17,1,3,1,1,1,13,1,1,0.21250001,0.47083333,0.41249999,0,1,0,0,0
314,More than 3 Hours,"1, 4",1,0,0,1,0,0,under 300 friends,"2, 3, 4",3,1,2,1,1,2,2,1,1,1,2,1,1,0,0,0,Male,28,10,4,4,2,1,10,1,1,0.38749999,0.32916665,0.26249999,0.25,1,0,0,0
315,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,3,1,4,5,4,4,4,4,1,1,1,2,1,0,0,0,0,Male,40,9,5,5,2,1,13,4,4,0.71249998,0.77083331,0.36250001,0,0,0,0,1
316,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,under 300 friends,2,1,5,5,4,4,4,5,4,4,1,2,1,0,0,0,0,Male,21,7,0,1,1,4,7,1,1,0.71249998,0.83749998,0.5625,0,1,0,0,0
317,Less than 1 Hour,"1, 2, 4",1,1,0,1,0,0,under 300 friends,"2, 3, 4",3,5,4,1,4,4,4,4,3,3,2,1,0,0,0,0,Male,37,10,4,5,2,3,10,1,1,0.63749999,0.8125,0.5625,0,1,0,0,0
318,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 3",2,5,4,2,3,4,3,4,4,4,1,1,1,0,0,0,Male,18,10,0,1,1,3,10,1,1,0.57499999,0.79166669,0.61250001,0.25,1,0,0,0
319,More than 3 Hours,"2, 3, 4",0,1,1,1,0,0,between 3000-5000 friends,"1, 2, 3",3,4,5,5,5,5,5,5,5,5,1,1,0,0,0,1,Female,23,1,4,4,2,1,10,1,2,0.9375,0.91250002,0.8125,0.25,0,1,0,0
320,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"1, 2, 3",3,5,5,4,5,1,5,5,5,5,3,1,0,0,0,0,Female,22,9,0,4,2,1,9,1,1,0.88749999,0.69583333,0.8125,0,1,0,0,0
321,Between 1 Hour and 3 Hours,"4, 6",0,0,0,1,0,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,3,4,5,5,2,4,4,2,1,1,1,0,0,Male,35,10,5,5,2,1,10,1,1,0.85000002,0.94999999,0.71249998,0.5,1,0,0,0
322,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,3,4,4,4,4,4,3,4,1,2,1,0,0,0,0,Female,23,1,4,4,2,1,10,1,1,0.66250002,0.6875,0.51249999,0,1,0,0,0
323,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,under 300 friends,3,1,2,1,1,5,5,1,2,4,3,1,1,1,0,0,0,Female,24,10,4,5,2,1,13,1,4,0.41249999,0.60416669,0.46250001,0.25,0,0,0,1
324,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,4,4,4,4,4,4,4,1,1,1,0,0,1,Female,22,7,0,1,1,2,7,3,2,0.89999998,0.89999998,0.66250002,0.5,0,1,0,0
325,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,1,1,3,4,2,5,4,2,1,3,2,"1, 2",2,1,0,0,0,Male,20,10,4,1,2,4,10,3,1,0.61250001,0.67083335,0.47499999,0.25,1,0,0,0
326,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,3,4,5,4,4,4,4,3,1,1,0,0,1,Male,32,1,4,4,3,3,1,2,3,0.80000001,0.86666667,0.66250002,0.5,0,0,1,0
327,More than 3 Hours,2,0,1,0,0,0,0,under 300 friends,2,1,4,5,4,4,4,5,3,4,4,2,1,0,0,0,1,Female,22,10,4,1,1,1,10,1,1,0.71249998,0.77083331,0.71249998,0.25,1,0,0,0
328,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"2, 3",2,4,4,1,5,5,1,4,3,1,1,1,1,0,0,1,Female,53,13,6,5,2,1,13,1,1,0.625,0.80833334,0.3125,0.5,1,0,0,0
329,More than 3 Hours,"2, 4",0,1,0,1,0,0,between 1000-3000 friends,"1, 2, 3",3,4,5,3,4,5,5,3,4,1,1,1,1,0,0,0,Male,22,11,4,4,2,1,13,1,1,0.78750002,0.86250001,0.5625,0.25,1,0,0,0
330,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,1,5,5,5,5,5,3,1,1,0,0,0,1,Female,24,10,4,7,2,3,10,1,1,0.80000001,0.93333334,0.71249998,0.25,1,0,0,0
331,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,3,5,3,5,5,3,2,3,1,2,1,0,0,0,0,Female,27,10,5,4,3,1,13,1,1,0.89999998,0.83333331,0.41249999,0,1,0,0,0
332,More than 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,"2, 3, 4",3,4,4,4,4,4,2,3,5,4,1,1,1,0,0,0,Male,25,10,0,1,2,1,10,1,1,0.78750002,0.79583335,0.61250001,0.25,1,0,0,0
333,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 300-1000 friends,"2, 3",2,4,4,4,5,4,4,4,5,4,1,1,1,0,0,1,Female,28,9,5,5,2,4,9,3,1,0.77499998,0.79166669,0.71249998,0.5,1,0,0,0
334,More than 3 Hours,4,0,0,0,1,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,2,3,3,3,4,5,3,4,2,2,1,1,0,0,0,Female,29,7,4,4,2,1,10,1,4,0.69999999,0.63333333,0.61250001,0.25,0,0,0,1
335,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"2, 3, 4",3,3,3,3,3,1,1,3,4,3,1,1,1,0,0,0,Female,39,10,4,7,3,4,10,3,1,0.63749999,0.47916666,0.46250001,0.25,1,0,0,0
336,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 3",2,4,5,3,3,4,3,2,5,1,1,1,1,0,0,0,Male,29,8,4,5,2,3,7,1,2,0.67500001,0.75833333,0.51249999,0.25,0,1,0,0
337,More than 3 Hours,"2, 4, 5",0,1,0,1,1,0,between 300-1000 friends,"2, 3, 4",3,5,5,4,5,5,5,5,4,4,1,1,1,1,0,0,Female,21,7,0,1,1,4,7,4,1,0.88749999,0.96249998,0.71249998,0.5,1,0,0,0
338,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 3000-5000 friends,"2, 3",2,5,5,4,5,4,3,3,3,4,1,1,1,0,0,1,Female,26,11,4,7,3,3,11,1,1,0.82499999,0.875,0.5625,0.5,1,0,0,0
339,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,1,1,4,5,4,5,5,4,3,4,4,2,1,1,0,0,0,Female,29,10,4,4,2,1,10,1,1,0.76249999,0.85416669,0.66250002,0.25,1,0,0,0
340,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 1000-3000 friends,"1, 2",2,3,4,4,4,3,2,5,3,5,"3, 4",2,1,0,0,0,Male,25,10,4,6,3,3,10,1,4,0.72500002,0.64166665,0.625,0.25,0,0,0,1
341,More than 3 Hours,5,0,0,0,0,1,0,under 300 friends,2,1,5,1,1,5,1,1,1,5,5,3,1,1,0,0,1,Male,37,7,4,7,5,3,7,2,1,0.41249999,0.53750002,0.61250001,0.5,1,0,0,0
342,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,1,1,2,5,3,5,4,5,1,4,1,2,1,1,0,0,1,Male,24,10,4,2,1,4,10,3,1,0.71249998,0.63749999,0.5625,0.5,1,0,0,0
343,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,"3, 4",2,1,0,0,0,Male,30,10,4,5,2,1,10,1,1,1,1,0.875,0.25,1,0,0,0
344,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,5,5,3,5,4,4,3,5,4,1,1,1,0,0,0,Male,22,1,4,1,1,1,10,1,1,0.89999998,0.89999998,0.71249998,0.25,1,0,0,0
345,More than 3 Hours,"2, 4, 6",0,1,0,1,0,1,between 3000-5000 friends,"2, 4",2,1,3,1,1,4,5,3,2,3,1,1,1,0,1,0,Female,24,8,4,1,1,4,8,3,1,0.375,0.45833334,0.5625,0.5,1,0,0,0
346,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"1, 3",2,3,4,4,3,5,4,4,2,1,1,1,1,0,0,0,Female,35,10,5,4,3,1,13,1,4,0.67500001,0.75833333,0.41249999,0.25,0,0,0,1
347,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,under 300 friends,4,1,5,5,3,4,5,3,3,4,3,2,1,1,0,0,0,Female,27,10,4,4,2,3,10,1,1,0.66250002,0.88749999,0.5625,0.25,1,0,0,0
348,More than 3 Hours,"1, 2, 3, 4, 6",1,1,1,1,0,1,between 1000-3000 friends,"2, 3, 4",3,4,4,4,4,4,3,2,4,4,1,1,1,0,0,0,Male,25,9,4,4,2,1,10,1,4,0.78750002,0.79583335,0.61250001,0.25,0,0,0,1
349,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,3,1,4,5,2,1,2,2,1,4,4,2,1,0,0,0,0,Female,25,9,4,5,2,3,7,2,1,0.46250001,0.55416667,0.5625,0,1,0,0,0
350,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,1,5,5,4,2,4,4,1,1,0,1,1,1,Female,23,8,4,1,1,4,8,3,1,0.80000001,0.93333334,0.66250002,0.75,1,0,0,0
351,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,5,3,3,3,3,3,2,3,1,2,1,0,0,0,0,Male,29,10,4,4,2,1,10,3,4,0.69999999,0.76666665,0.41249999,0,0,0,0,1
352,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,"2, 3, 4",3,5,5,3,5,4,5,5,5,5,1,1,1,0,0,0,Male,24,9,3,1,1,3,9,1,1,0.83749998,0.87916666,0.8125,0.25,1,0,0,0
353,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,"2, 4",2,5,5,4,5,4,5,5,5,4,1,1,1,1,1,1,Female,23,8,4,1,1,4,8,3,1,0.82499999,0.875,0.76249999,1,1,0,0,0
354,More than 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,"1, 2, 4",3,2,1,1,3,2,2,4,4,3,2,1,1,0,0,0,Male,20,9,0,1,1,3,9,1,1,0.4375,0.41249999,0.51249999,0.25,1,0,0,0
355,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,under 300 friends,"1, 2, 3, 4",4,3,3,3,4,3,1,5,4,1,2,1,0,0,0,0,Male,29,10,0,2,1,4,10,3,1,0.75,0.64999998,0.36250001,0,1,0,0,0
356,Between 1 Hour and 3 Hours,"2, 5",0,1,0,0,1,0,between 300-1000 friends,2,1,5,5,2,2,2,3,2,5,5,1,1,0,0,0,0,Female,28,10,4,5,2,3,7,2,1,0.51249999,0.63749999,0.71249998,0,1,0,0,0
357,More than 3 Hours,"1, 5",1,0,0,0,1,0,under 300 friends,"1, 2, 3",3,3,4,1,2,2,2,1,3,1,2,1,0,0,0,0,Female,23,13,4,7,2,1,13,1,4,0.53750002,0.51249999,0.36250001,0,0,0,0,1
358,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,5,3,4,4,3,3,4,4,1,1,1,0,1,0,Male,29,9,4,5,2,3,7,2,1,0.85000002,0.81666666,0.61250001,0.5,1,0,0,0
359,Less than 1 Hour,5,0,0,0,0,1,0,between 300-1000 friends,2,1,5,4,3,5,4,4,4,5,4,2,1,1,1,1,1,Female,17,8,3,1,1,4,8,3,1,0.66250002,0.82083333,0.71249998,1,1,0,0,0
360,Between 1 Hour and 3 Hours,"1, 4, 5",1,0,0,1,1,0,between 300-1000 friends,"1, 2, 3, 4",4,3,3,3,5,3,2,3,5,3,1,1,1,0,0,0,Female,42,10,4,5,2,3,7,1,1,0.80000001,0.66666669,0.5625,0.25,1,0,0,0
361,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,3,5,5,3,4,4,4,1,1,0,0,0,1,Male,27,10,5,5,2,2,10,1,1,0.85000002,0.88333333,0.61250001,0.25,1,0,0,0
362,Less than 1 Hour,5,0,0,0,0,1,0,between 300-1000 friends,2,1,5,4,3,4,4,4,4,5,4,1,1,1,1,1,1,Female,17,8,3,1,1,4,8,3,1,0.61250001,0.80416667,0.71249998,1,1,0,0,0
363,More than 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,"1, 3",2,3,3,1,4,1,1,1,4,2,2,1,0,0,0,1,Female,23,7,4,5,2,3,7,2,4,0.52499998,0.44166666,0.41249999,0.25,0,0,0,1
364,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,"2, 4",2,4,3,1,4,3,1,1,4,1,1,1,1,0,0,0,Male,21,10,4,4,2,1,10,1,1,0.52499998,0.64166665,0.36250001,0.25,1,0,0,0
365,More than 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,2,1,5,3,3,4,4,4,3,3,3,1,1,0,0,0,1,Female,18,8,0,1,1,4,8,3,1,0.5625,0.78750002,0.5625,0.25,1,0,0,0
366,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"1, 3, 4",3,3,5,3,1,3,3,3,2,3,2,1,0,0,0,0,Female,29,10,4,7,2,1,10,1,4,0.63749999,0.61250001,0.46250001,0,0,0,0,1
367,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,1,1,3,3,2,5,2,3,2,3,2,2,1,1,0,0,0,Female,29,10,4,7,2,1,10,1,1,0.5625,0.52083331,0.46250001,0.25,1,0,0,0
368,Less than 1 Hour,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"2, 3, 4",3,5,5,4,5,4,5,4,4,4,1,1,1,0,0,0,Female,23,10,4,1,1,1,10,1,1,0.88749999,0.89583331,0.71249998,0.25,1,0,0,0
369,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,Male,27,13,4,5,2,3,7,2,4,1,1,0.71249998,1,0,0,0,1
370,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"2, 3",2,3,5,1,4,2,2,1,3,3,2,1,0,1,1,1,Female,21,9,4,1,1,4,9,3,1,0.625,0.54166669,0.46250001,0.75,1,0,0,0
371,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,2,5,2,5,4,3,2,1,1,0,0,0,0,Female,17,8,3,1,1,1,8,3,1,0.85000002,0.75,0.5625,0,1,0,0,0
372,Between 1 Hour and 3 Hours,"1, 4, 5",1,0,0,1,1,0,between 300-1000 friends,"1, 2, 3, 4",4,5,1,1,1,2,2,4,1,5,1,1,0,0,0,0,Female,28,10,5,7,1,1,10,1,1,0.40000001,0.60000002,0.46250001,0,1,0,0,0
373,More than 3 Hours,6,0,0,0,0,0,1,under 300 friends,2,1,5,5,1,5,3,3,5,5,3,2,1,1,0,0,1,Female,23,7,4,1,1,3,7,2,1,0.61250001,0.73750001,0.61250001,0.5,1,0,0,0
374,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 3",2,5,5,3,5,4,4,4,4,2,2,1,1,0,0,1,Female,33,13,5,5,2,1,13,1,1,0.77499998,0.85833335,0.5625,0.5,1,0,0,0
375,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,3,1,4,5,2,4,5,2,1,4,2,2,1,0,0,0,0,Female,28,10,4,4,3,1,13,1,1,0.61250001,0.80416667,0.46250001,0,1,0,0,0
376,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 4",2,4,4,1,4,1,1,1,1,1,2,1,0,0,0,0,Female,29,10,5,5,2,4,10,3,1,0.57499999,0.52499998,0.21250001,0,1,0,0,0
377,More than 3 Hours,"1, 3, 5, 6",1,0,1,0,1,1,between 1000-3000 friends,"1, 2",2,5,4,4,5,4,3,2,5,5,1,1,1,0,0,1,Female,28,7,4,5,2,3,7,2,1,0.77499998,0.85833335,0.71249998,0.5,1,0,0,0
378,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,3,5,5,1,4,5,5,1,1,1,1,0,0,Male,40,8,6,5,2,1,13,1,1,0.89999998,0.96666664,0.61250001,0.5,1,0,0,0
379,More than 3 Hours,2,0,1,0,0,0,0,under 300 friends,1,1,3,5,1,3,3,1,1,3,1,2,1,0,0,0,0,Female,26,7,4,3,1,3,7,2,1,0.51249999,0.57083333,0.3125,0,1,0,0,0
380,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"2, 3",2,4,5,3,4,2,4,3,3,3,2,1,0,0,0,0,Female,23,8,4,5,2,3,8,3,1,0.72500002,0.64166665,0.5625,0,1,0,0,0
381,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,2,1,5,5,1,5,4,4,3,4,3,1,1,1,0,0,0,Female,33,8,4,5,2,4,8,3,1,0.61250001,0.80416667,0.61250001,0.25,1,0,0,0
382,More than 3 Hours,"2, 6",0,1,0,0,0,1,under 300 friends,2,1,5,5,5,5,4,4,3,5,5,2,1,0,0,0,1,Male,35,8,5,7,4,4,8,3,1,0.8125,0.87083334,0.76249999,0.25,1,0,0,0
383,More than 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 300-1000 friends,"1, 2, 3, 4",4,4,3,1,3,5,4,3,4,3,1,1,1,0,0,1,Female,28,10,4,5,2,1,10,1,1,0.60000002,0.80000001,0.61250001,0.5,1,0,0,0
384,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,1,1,1,0,0,1,Male,28,10,4,4,3,1,10,1,1,1,1,0.8125,0.5,1,0,0,0
385,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,2,1,5,4,1,4,4,3,3,3,1,1,1,1,0,0,1,Female,28,8,5,5,2,3,8,1,1,0.51249999,0.77083331,0.41249999,0.5,1,0,0,0
386,More than 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,4,1,5,5,3,5,3,3,4,4,4,1,1,1,0,0,1,Female,38,7,4,4,2,1,7,1,4,0.71249998,0.77083331,0.61250001,0.5,0,0,0,1
387,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2",2,5,5,4,5,5,4,5,5,4,3,1,1,0,0,0,Female,35,14,4,3,4,1,13,1,1,0.82499999,0.94166666,0.71249998,0.25,1,0,0,0
388,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,2,1,3,4,3,4,2,3,3,3,3,2,1,1,0,0,0,Female,40,8,6,5,2,3,8,1,1,0.61250001,0.53750002,0.51249999,0.25,1,0,0,0
389,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,4,4,5,5,4,4,3,1,1,0,0,0,Male,28,10,4,5,2,2,10,,4,0.94999999,0.91666669,0.71249998,0.25,0,0,0,1
390,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 4",3,5,5,1,5,5,4,5,5,4,3,1,1,0,0,1,Male,32,10,4,5,2,3,8,1,1,0.73750001,0.91250002,0.71249998,0.5,1,0,0,0
391,More than 3 Hours,"5, 6",0,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3",3,4,4,4,4,4,4,3,5,4,3,1,1,0,1,1,Female,23,9,4,1,1,4,9,3,1,0.78750002,0.79583335,0.71249998,0.75,1,0,0,0
392,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,3,1,3,5,2,2,2,4,2,1,1,2,1,0,0,0,0,Female,24,13,4,7,2,3,7,2,2,0.51249999,0.50416666,0.36250001,0,0,1,0,0
393,More than 3 Hours,4,0,0,0,1,0,0,under 300 friends,3,1,5,3,3,5,5,3,3,4,3,2,1,0,0,1,1,Female,19,8,0,1,1,4,8,3,1,0.61250001,0.87083334,0.5625,0.5,1,0,0,0
394,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,1,1,5,5,4,5,4,4,4,5,4,2,1,0,0,0,1,Male,43,9,3,7,2,1,9,1,1,0.76249999,0.85416669,0.71249998,0.25,1,0,0,0
395,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,under 300 friends,"3, 4",2,4,4,3,4,5,4,1,4,3,1,1,1,0,0,0,Female,49,10,4,7,1,1,10,1,1,0.67500001,0.82499999,0.61250001,0.25,1,0,0,0
396,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,"1, 4",2,4,4,3,4,5,4,4,3,3,1,1,0,0,0,0,Female,27,10,4,4,2,1,10,1,1,0.67500001,0.82499999,0.5625,0,1,0,0,0
397,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 4",3,4,4,1,4,1,4,1,4,3,2,1,1,0,0,1,Female,26,11,4,5,2,3,7,2,1,0.63749999,0.54583335,0.61250001,0.5,1,0,0,0
398,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"2, 4",2,4,4,3,4,5,4,4,3,3,1,1,0,0,0,0,Female,24,10,0,1,1,1,10,1,1,0.67500001,0.82499999,0.5625,0,1,0,0,0
399,Between 1 Hour and 3 Hours,"2, 6",0,1,0,0,0,1,between 1000-3000 friends,"2, 3, 4",3,3,3,4,4,4,3,3,3,1,2,1,1,0,0,0,Female,21,9,0,1,1,3,9,2,1,0.73750001,0.71249998,0.41249999,0.25,1,0,0,0
400,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,under 300 friends,"1, 3",2,3,5,2,3,5,3,1,3,1,2,1,0,0,0,0,Female,30,10,4,4,3,1,10,1,1,0.625,0.74166667,0.41249999,0,1,0,0,0
401,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,5,5,4,5,4,4,4,4,4,3,1,0,0,0,1,Female,21,10,4,4,2,1,10,1,1,0.88749999,0.89583331,0.66250002,0.25,1,0,0,0
402,Less than 1 Hour,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"1, 2, 3, 4",4,4,4,4,5,1,1,1,4,1,1,1,0,0,0,0,Male,42,10,4,5,2,1,7,2,4,0.89999998,0.63333333,0.36250001,0,0,0,0,1
403,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,2,1,4,4,4,4,4,2,2,2,2,2,1,0,0,0,0,Female,24,7,4,4,3,3,7,4,1,0.66250002,0.75416666,0.36250001,0,1,0,0,0
404,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,3,1,4,4,4,3,3,3,3,4,3,2,1,1,0,1,1,Male,21,7,0,1,1,1,7,4,3,0.61250001,0.67083335,0.5625,0.75,0,0,1,0
405,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 3000-5000 friends,"2, 3",2,5,5,1,5,5,1,4,5,5,1,1,1,0,0,0,Female,23,10,5,1,1,1,10,1,1,0.67500001,0.89166665,0.61250001,0.25,1,0,0,0
406,More than 3 Hours,"2, 6",0,1,0,0,0,1,between 3000-5000 friends,"1, 3",2,4,5,3,5,4,5,5,4,3,2,1,0,0,0,1,Female,21,10,4,7,1,1,10,1,1,0.77499998,0.79166669,0.66250002,0.25,1,0,0,0
407,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 3, 4",3,4,4,4,4,4,4,2,3,2,1,1,0,0,0,0,Female,23,10,4,1,1,1,10,1,1,0.78750002,0.79583335,0.51249999,0,1,0,0,0
408,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,3,3,3,4,4,4,3,4,3,"1, 4",2,1,0,0,1,Female,26,10,5,5,2,4,10,3,1,0.75,0.71666664,0.67500001,0.5,1,0,0,0
